"x1"	"x2"	"x3"	"x4"	"x5"	"x6"	"x7"	"x8"	"xc1"	"xc2"	"xc3"	"xc4"	"xc5"	"xc6"	"xc7"	"y1"	"y2"	"y3"
-0.6473	-0.1066	0.2748	3.2782	2.2722	1.5296	-0.2292	0.7653	5	6	2	4	2	6	1	0	0	0
0.8942	0.0836	1.9715	3.5718	8.9121	0.6079	0.2417	10.0657	5	5	4	5	11	2	1	0	1	1
0.0582	0.9068	3.5105	1.9156	12.087	0.8623	3.123	7.4479	4	5	5	2	15	3	3	1	1	1
0.6561	0.0062	2.784	3.8841	8.3656	0.6408	0.0089	13.537	3	4	4	5	9	6	1	0	1	1
0.9273	-0.5616	3.437	3.5487	12.9553	0.6581	-1.6017	17.424	3	3	4	5	11	6	3	1	1	1
0.2258	-0.6377	2.7378	1.4238	12.762	1.687	-2.6126	6.7347	4	1	3	2	12	5	2	1	0	1
0.813	0.623	2.2303	0.8206	2.9267	1.1554	1.4997	11.5387	3	5	5	5	8	3	4	1	0	0
0.8589	0.7757	2.1067	3.9143	2.5376	0.5902	2.2649	10.3195	3	1	3	5	8	3	5	1	0	0
-0.6435	-0.0315	3.4602	3.6865	10.4265	1.1968	-0.0091	17.6819	3	4	2	5	12	3	1	0	1	1
0.5576	-0.2013	2.8438	3.1918	15.7005	1.1514	-1.2011	12.3243	5	5	5	4	15	4	2	1	1	1
0.3843	-0.3869	0.6751	3.6192	2.1451	1.5096	-0.352	2.4552	1	1	3	3	2	3	2	0	0	0
-0.3982	0.73	2.3942	0.067	0.1874	0.0335	0.9025	8.1048	1	4	4	3	3	5	3	1	0	0
-0.4119	-0.8263	0.6048	3.1609	5.4121	1.0482	-3.2056	1.456	4	4	5	4	3	2	4	1	0	0
-0.2658	-0.586	3.1911	0.7843	11.1422	0.1552	-2.0489	6.1153	3	2	5	2	10	3	2	1	1	1
0.3229	-0.5394	2.5893	0.6983	18.6695	0.0608	-3.167	13.2527	6	6	5	5	17	1	3	1	1	1
-0.7332	0.8723	0.2741	3.1271	-1.9802	0.0515	1.1608	-0.053	1	5	2	2	1	3	2	0	0	0
0.287	-0.0593	1.5887	3.1734	6.975	0.9846	-0.6864	8.1377	4	4	2	5	7	6	1	0	0	0
-0.9411	-0.2574	0.4661	3.0244	4.0369	0.1679	-1.4409	1.5961	6	1	5	4	4	3	2	0	0	0
0.1299	0.9974	2.198	1.82	-0.3199	0.458	0.7629	7.0746	1	3	4	3	3	6	4	1	0	0
0.4032	-0.8381	2.1859	1.5264	4.8537	1.3712	-1.2621	5.4255	1	3	2	3	3	4	4	1	0	0
-0.295	-0.2529	0.9743	2.9584	1.8468	0.453	-0.3926	4.3401	1	4	2	5	2	6	2	0	0	0
0.7113	-0.5565	1.7896	2.3649	13.2727	0.9495	-3.3784	9.7584	6	3	4	5	12	3	4	1	1	1
0.2469	0.1331	0.8262	1.5341	4.0881	0.5414	0.297	1.6777	5	5	5	2	5	3	1	0	0	0
-0.9244	-0.5982	1.4873	3.2559	10.1631	1.384	-2.9562	7.7384	5	5	5	5	9	1	4	1	0	0
-0.9269	0.8182	1.5552	0.2055	7.6313	0.9086	5.4106	2.0539	6	3	4	2	10	1	2	0	0	1
0.2181	0.7455	3.64	0.1028	8.9036	1.805	2.3672	11.4072	3	3	4	3	12	3	3	1	1	1
0.5487	-0.9752	3.0533	3.1023	22.4579	0.3449	-6.1073	14.4338	6	3	5	5	19	6	6	1	1	1
0.7689	-0.3898	2.0596	2.6032	4.5399	1.1217	-0.6526	10.1737	1	1	5	5	3	6	3	1	0	0
0.459	-0.2136	0.8925	1.1505	4.7201	1.6149	-1.5168	0.932	6	1	5	1	6	1	1	0	0	1
-0.4262	-0.8905	0.6127	2.6489	6.2994	0.778	-5.2124	0.7646	6	3	5	3	5	2	3	1	0	0
-0.2895	-0.7937	3.0747	2.2124	7.3495	1.0656	-0.6717	16.0702	1	3	5	5	4	3	5	1	0	0
0.5583	0.7061	3.4451	2.4563	12.9798	0.6269	4.0901	16.8459	5	6	2	5	18	3	5	1	1	1
-0.651	0.3183	2.8911	0.9485	7.8658	0.2742	1.1267	15.7932	3	2	5	5	10	3	3	1	1	1
-0.9198	0.9178	0.9417	2.2871	2.192	1.1238	4.0684	2.9034	5	3	5	3	5	3	4	0	0	0
0.4659	-0.6968	1.0586	3.2913	6.7081	0.1569	-2.7337	2.0774	4	4	5	3	5	6	3	1	0	0
0.7993	0.129	3.7734	1.1283	17.89	1.9162	0.4031	19.4562	5	5	3	5	20	3	2	1	1	1
0.5078	0.6197	1.3701	0.4466	2.8819	0.0132	2.5179	8.0172	4	5	2	5	7	6	4	0	0	0
0.5126	-0.0702	1.4785	0.2979	7.9229	1.4304	-0.486	4.3946	5	3	5	3	8	6	1	0	0	1
0.7882	-0.0464	0.5095	1.8652	0.576	1.2474	0.2053	2.3723	1	3	5	5	1	2	1	0	0	0
0.7879	0.8862	0.3314	3.803	-3.5581	0.0034	4.3516	2.0487	5	1	2	5	2	6	5	0	0	0
0.6959	0.0931	1.7927	0.7761	4.6502	0.5596	0.2074	9.2745	3	6	2	5	6	5	2	0	0	0
-0.2498	-0.618	2.4413	3.0479	6.0799	0.6054	-1.0608	11.9106	1	5	3	5	3	6	4	1	0	0
0.3225	0.9572	0.2133	3.5563	-2.7606	0.9695	5.2332	1.4605	5	3	2	4	2	3	5	0	0	0
0.1387	0.2859	1.935	1.4034	6.8663	0.4564	1.2375	8.0774	4	5	3	4	9	6	2	0	0	0
0.8277	0.3082	1.2227	3.7045	2.5191	0.7711	0.8352	6.1912	3	5	5	5	5	6	2	0	0	0
0.3953	0.8236	1.0704	1.043	-1.1295	1.2866	1.1435	3.0599	1	6	4	3	2	3	4	1	0	0
-0.3941	0.5352	2.7114	2.7824	11.4747	0.3832	2.4359	11.7105	5	3	2	4	14	3	3	0	1	1
-0.8603	0.3311	1.5598	3.7666	7.578	1.8052	1.9115	6.0759	6	5	5	4	10	4	2	0	0	1
0.7437	0.3307	2.337	2.1977	7.704	1.2978	0.6603	6.1102	4	5	5	3	10	6	2	0	0	1
-0.7578	0.1537	3.8961	1.8036	18.4154	0.5497	0.3074	19.7164	5	5	5	5	20	3	1	1	1	1
-0.3492	-0.3153	1.649	0.5901	8.5844	1.9659	-1.1706	3.1795	5	3	4	2	9	6	2	0	0	1
0.6895	0.0526	0.3296	3.6987	1.1643	1.253	0.0994	0.5379	3	5	4	2	2	4	1	0	0	0
-0.6182	-0.0524	0.8159	0.0368	3.4055	1.894	0.3783	2.9107	3	2	5	5	3	4	1	0	0	0
-0.6297	0.5054	2.8558	2.4495	13.5169	0.4193	2.5415	5.273	5	6	2	2	15	6	2	0	1	1
0.1213	0.5095	1.2593	2.6026	2.8004	1.1272	1.9863	5.7791	4	1	3	5	7	3	3	0	0	0
0.5167	-0.0014	0.8304	3.6185	4.3142	1.0915	0.0275	1.8974	5	6	5	2	5	1	1	0	0	0
-0.7093	0.7281	0.6058	2.277	-2.0017	1.0754	1.0857	2.2188	1	5	4	4	2	5	4	0	0	0
0.5972	-0.9393	2.16	3.6184	7.3579	1.4451	-1.108	11.3196	1	5	4	5	3	1	6	1	0	0
-0.7567	-0.0746	0.1575	1.0057	1.9664	1.9534	-0.4344	1.3606	4	5	4	5	1	2	2	0	0	0
-0.8641	-0.239	3.9343	2.1424	4.8939	1.8482	-0.4667	19.6316	1	2	2	5	5	3	2	1	1	0
-0.9871	-0.4977	1.389	0.6795	9.3672	1.9376	-2.5752	3.6631	6	5	5	2	10	1	1	1	0	1
0.4324	-0.7937	1.5168	2.8996	10.5266	1.741	-4.563	2.9506	6	6	1	2	10	2	3	1	0	1
-0.0861	-0.3641	2.7063	2.6044	4.6646	1.2702	0.0752	14.5149	1	6	5	5	4	6	3	1	1	0
-0.9962	0.093	1.4992	0.4193	4.1213	0.81	-0.1536	3.7753	3	1	5	3	6	3	2	0	0	0
-0.0036	0.9335	3.635	3.4893	5.9491	1.5971	3.0033	19.1741	3	3	2	5	12	6	6	1	1	1
-0.7609	0.7409	2.5596	0.2127	12.8969	0.9647	4.1317	8.4767	6	6	5	3	16	1	3	0	1	1
0.5605	-0.8126	3.2955	1.8525	20.3456	1.1803	-3.8976	17.8	5	6	2	5	17	6	5	1	1	1
0.5974	0.8685	0.7217	2.831	1.1422	0.1403	4.3993	1.5953	5	1	5	3	5	3	4	0	0	0
0.7912	-0.3203	2.1378	0.5844	11.231	0.5453	-1.6352	6.1722	5	1	4	3	12	6	2	1	0	1
-0.832	0.1127	2.5228	3.8669	7.3326	0.1027	0.7394	12.3929	3	3	5	5	8	6	2	0	1	1
0.4912	-0.7412	2.507	2.8707	11.6794	0.6654	-3.0212	6.4472	4	3	5	2	11	6	2	1	1	1
-0.3471	-0.9838	0.6738	3.2449	8.4231	0.9827	-4.9722	3.9174	5	3	5	5	4	5	6	1	0	0
-0.2386	0.7557	0.2984	1.1791	-3.0627	1.3374	3.7032	0.6619	5	1	3	5	3	6	5	0	0	0
-0.8522	0.2854	3.5733	2.1108	16.702	0.6481	1.7582	18.8267	5	6	5	5	19	6	2	0	1	1
0.9054	-0.9422	0.132	3.7504	2.382	1.2091	-2.8454	1.6126	3	5	5	2	2	3	3	1	0	0
0.7297	-0.1329	1.599	1.8115	6.218	1.8548	-0.9013	5.8428	4	5	3	4	8	3	1	0	0	0
-0.4101	0.3403	2.6406	1.9299	1.2356	1.5999	0.7566	7.651	1	6	5	3	4	6	2	0	0	0
-0.5205	-0.6623	1.3691	0.8016	10.5538	1.7925	-3.7062	7.0331	5	4	2	5	7	3	4	1	1	0
-0.6824	0.5047	3.3863	0.3003	6.9066	0.9009	1.7702	17.1173	3	1	5	5	11	2	3	1	1	1
-0.2961	0.9573	3.089	0.0679	5.4767	1.1757	2.6348	11.9222	3	3	2	4	10	6	5	1	1	1
0.2824	-0.0187	2.5826	3.5299	12.8066	1.0757	-0.3157	12.4942	5	5	4	5	14	5	1	0	1	1
-0.5012	-0.5805	1.0846	3.2432	6.8873	1.7499	-1.6179	4.5753	3	4	5	4	4	6	3	1	0	0
0.9004	0.3671	1.3282	3.823	-0.2526	0.7001	0.6307	5.1527	1	5	4	4	2	1	2	0	0	0
0.0998	0.625	1.3735	0.6596	3.6776	1.1751	2.953	6.4579	5	3	3	5	8	3	4	0	0	0
0.5841	0.6198	3.7698	2.1359	15.7934	1.1658	3.2442	19.7774	5	3	3	5	20	5	4	1	1	1
0.1161	0.5717	2.9823	3.1344	4.7041	0.1819	0.3953	8.7603	2	5	5	3	7	6	3	1	0	1
0.7788	-0.3445	1.0054	2.8155	5.5137	1.0032	-0.9274	5.7915	4	5	4	5	5	2	3	1	0	0
0.5229	-0.5728	0.2169	2.7739	3.026	1.1	-1.6305	1.2083	3	4	5	5	2	2	4	1	0	0
-0.2663	0.1623	3.6175	0.1869	13.5387	1.5637	0.8683	19.2162	4	6	3	5	15	3	1	0	1	1
0.4622	0.3975	1.6942	0.7692	6.3274	0.4805	1.8129	9.5215	5	5	5	5	9	5	3	0	0	1
-0.7299	-0.5866	1.8102	1.4147	4.2516	0.1733	-0.3259	8.9483	1	3	3	5	3	4	3	0	0	0
-0.3081	-0.6014	2.5445	2.2356	12.274	1.7478	-2.8541	7.0396	4	5	2	3	11	6	3	1	1	1
0.9845	0.166	1.0957	3.8004	5.8021	1.966	1.372	2.9575	6	3	5	3	8	3	2	0	0	0
0.7925	0.9824	2.8103	1.592	5.8951	0.8298	3.0983	8.5696	3	4	5	3	10	4	4	0	0	1
-0.0128	-0.0669	0.2969	3.6218	1.6738	0.3608	-0.4623	0.9453	5	4	2	3	2	3	1	0	0	0
-0.7765	0.4685	1.009	1.1456	4.8452	1.5277	2.8398	3.0082	6	5	5	3	7	1	3	0	0	0
0.0634	0.4119	2.7598	3.5852	0.897	0.8833	0.4192	13.2415	1	4	3	5	4	5	3	1	0	0
-0.5348	0.6249	3.7621	2.7984	5.1914	1.3843	0.9962	14.7735	2	1	5	4	9	5	3	1	0	0
-0.0489	-0.5252	1.8823	0.5546	10.4521	0.9572	-1.8378	8.616	4	5	5	5	9	6	4	1	1	1
-0.4594	-0.7736	3.149	2.1004	20.104	0.1394	-4.8047	4.1109	6	6	3	1	20	3	2	1	1	1
-0.5506	0.4042	0.9267	0.1605	-0.4551	0.7794	0.3762	3.6018	1	6	3	4	2	6	3	0	0	0
-0.8762	-0.0506	3.9166	1.0588	19.8151	0.0522	-0.1746	18.2703	5	6	3	5	21	6	2	1	1	1
0.0138	-0.9608	3.8618	2.2285	22.3242	0.8778	-5.0166	12.662	5	6	5	3	20	6	3	1	1	1
0.815	-0.5718	2.9525	3.8702	11.4121	0.9994	-2.2934	12.1632	3	6	4	4	10	3	3	1	1	1
0.3826	-0.9687	2.5421	0.3537	5.4993	0.0517	-1.2132	8.1556	1	4	4	3	3	1	4	1	0	0
0.9505	0.9304	0.7331	3.5327	2.7569	0.585	4.9292	0.9406	6	6	3	2	5	6	3	0	0	0
-0.9578	0.7169	1.6029	3.8533	4.2864	1.6156	3.0447	7.2416	5	1	5	5	9	6	4	0	0	0
-0.0317	0.8471	3.762	0.6959	20.9779	1.4224	5.0294	7.1091	6	3	3	2	24	4	3	0	1	1
0.6736	-0.7287	0.8235	2.6288	6.9317	0.7496	-3.5687	3.9239	5	5	2	4	5	3	4	1	0	0
0.9834	-0.2089	3.7469	2.9784	19.4526	1.736	-0.5951	19.5941	5	6	4	5	19	3	2	1	1	1
-0.6718	-0.3412	1.2752	1.711	4.8378	1.119	-0.7458	5.9494	3	4	3	4	5	6	3	1	0	0
-0.63	0.6052	2.2327	0.7317	-0.7491	0.2676	0.7193	8.6218	1	6	5	4	4	3	3	1	0	0
0.1329	0.4363	3.4418	0.3485	12.4682	1.7345	1.3913	10.756	4	4	5	3	15	5	3	1	1	1
0.7501	0.6005	2.0028	0.646	9.8988	0.4095	2.8362	1.9133	5	5	2	1	11	3	1	0	0	1
-0.9969	-0.6721	3.6179	0.4932	21.2396	1.2108	-3.9355	17.4566	5	5	2	5	19	6	5	1	1	1
-0.6432	0.1105	1.2825	3.4771	4.2957	0.8624	0.4119	6.2604	4	5	5	5	6	5	2	0	0	0
0.1203	0.5474	2.5999	0.3244	2.9172	1.5696	1.2212	13.551	2	4	5	5	6	6	4	1	1	0
0.8226	-0.6863	0.9303	0.6143	5.1026	1.7441	-2.3219	1.8708	3	5	5	3	4	1	3	1	0	0
0.4749	0.456	1.0312	0.1945	3.1078	1.8115	2.4836	3.2264	5	3	5	3	6	5	2	0	0	0
-0.8219	-0.8204	2.9754	0.2805	12.9522	1.2094	-2.6439	15.3524	3	1	2	5	9	6	5	1	1	1
-0.6256	-0.945	0.2567	2.5548	3.6774	1.1734	-4.5963	0.9854	5	1	2	3	2	6	4	1	0	0
0.8845	-0.7416	3.0298	2.1067	11.1433	0.8641	-2.1827	6.5802	3	5	3	2	10	3	3	1	1	1
-0.9638	0.1921	1.5495	2.8104	0.1765	0.2935	0.3931	9.2392	1	5	5	5	3	3	2	0	0	0
-0.7003	0.392	1.3197	2.7345	2.7692	0.5073	1.5344	5.5251	4	3	2	4	7	5	2	0	0	0
0.3279	-0.0729	1.9553	1.9842	10.0574	0.7567	-0.4853	9.2233	5	6	5	5	11	2	2	1	1	1
0.7194	-0.1266	1.2675	1.6061	4.2763	0.201	-0.525	6.5221	3	3	3	5	5	2	2	0	0	0
0.7446	-0.5795	1.1428	2.8683	8.3654	1.5609	-2.9738	4.7295	5	5	5	5	7	3	3	1	0	0
-0.2878	-0.7256	2.6705	2.7084	12.6416	0.6396	-3.1543	7.479	4	5	5	3	11	5	3	1	1	1
0.5869	-0.9074	1.5519	0.3924	10.0369	1.646	-4.0052	7.2566	4	1	4	5	7	1	6	1	0	0
-0.8048	0.2224	2.9911	3.4692	11.3213	0.8139	1.4106	14.0566	4	1	5	5	13	2	2	0	1	1
-0.7974	-0.7605	2.6897	2.9211	10.5811	1.9748	-2.3145	7.3704	3	6	5	3	9	6	3	1	1	1
-0.1356	0.5776	2.4993	3.1413	4.9207	1.3008	1.5949	9.9723	3	4	5	4	9	5	4	1	0	0
-0.1146	0.721	1.0894	1.4063	0.6269	1.1785	2.27	2.5195	3	6	4	3	4	4	3	0	0	0
0.0045	-0.9577	3.8759	0.7031	22.3486	0.6156	-4.4638	11.8353	5	5	4	3	21	6	3	1	1	1
0.2383	-0.1136	0.6674	0.9013	5.2539	1.6521	-0.8643	2.9749	6	5	3	5	5	4	1	0	0	0
0.2796	0.3325	3.4411	1.2318	12.3206	1.1807	1.3919	10.6908	4	5	3	3	15	3	2	1	1	1
-0.0407	-0.9793	0.4809	0.9892	3.2439	0.5604	-2.2183	1.6665	3	5	1	2	3	3	3	1	0	0
-0.6301	-0.4128	2.3701	2.7992	14.0454	0.5738	-1.9486	11.2062	5	4	5	5	13	5	3	1	1	1
0.7562	-0.909	1.9143	0.8049	16.1636	0.9464	-5.1099	9.5089	6	6	3	5	12	6	6	1	1	1
0.8446	0.8794	3.8186	0.9003	15.8908	1.9375	4.3617	15.3678	5	5	2	4	20	6	5	1	1	1
-0.5286	-0.0434	3.2183	1.5602	16.0665	0.7349	-0.8393	15.5372	5	3	5	5	17	6	1	1	1	1
-0.2083	0.9487	2.0586	1.496	6.721	0.5104	5.1911	5.5761	5	3	1	3	11	6	4	0	0	1
-0.0832	-0.916	3.1066	3.6598	12.7236	0.2452	-2.8861	10.8221	3	3	5	4	10	3	4	1	1	1
0.6273	-0.8639	2.0773	0.7665	9.509	0.2492	-2.625	8.3421	3	3	5	4	7	4	4	1	0	0
-0.8755	0.8407	0.5119	0.3127	-1.2767	1.7442	4.9968	2.4399	6	5	5	4	4	6	5	0	0	0
0.3353	-0.2172	1.5914	0.0485	6.5267	0.0143	-0.5263	7.5742	3	5	1	5	5	3	2	0	0	0
0.2654	-0.9561	1.6996	2.9153	9.2679	1.5323	-2.4759	6.2845	3	5	5	4	6	3	5	1	0	0
2e-04	0.2877	2.6794	0.7425	2.5645	0.0098	0.5623	6.2869	1	5	5	2	4	3	2	1	0	0
0.9068	0.1707	1.8322	1.7247	7.9138	1.8	0.7713	9.5748	5	1	3	5	10	6	2	0	1	0
0.0694	0.82	2.9339	2.2115	0.5448	0.4505	0.5417	8.6216	1	3	5	3	4	4	3	1	0	0
-0.992	0.0712	2.3948	1.4309	13.52	0.776	0.4911	10.9116	6	6	4	5	16	3	1	0	1	1
0.1801	0.2072	1.7324	3.2617	6.0654	0.6886	0.6665	6.9376	4	5	3	4	8	6	2	0	0	0
0.4993	0.0615	2.3577	3.7207	6.542	1.7915	-0.3842	6.7859	3	3	2	3	8	5	1	0	0	1
0.317	0.6957	2.8909	2.9793	11.3639	1.0389	3.4866	11.3963	5	5	5	4	16	4	3	0	1	1
-0.7487	-0.7591	2.3635	1.5789	15.3172	0.402	-3.719	11.2731	5	5	1	5	13	5	4	1	1	1
-0.7635	-0.6457	1.6548	2.967	13.5903	0.1489	-3.6474	9.4294	6	4	3	5	10	4	5	1	1	0
-0.0549	-0.4543	1.3081	2.7238	8.5208	1.227	-2.4603	1.9497	6	3	2	2	9	3	2	1	0	1
-0.4252	0.63	3.2952	2.6632	11.1444	0.5007	2.6617	13.2201	4	4	5	4	14	6	4	1	1	1
0.2551	0.1604	1.4941	0.5771	5.1916	1.0905	1.0016	5.1491	4	6	3	3	7	1	2	0	0	0
0.7401	0.1307	3.5998	3.1925	17.7069	0.1159	0.5191	10.4902	5	6	4	3	20	5	1	1	1	1
0.4782	0.2651	3.5042	2.4454	16.0425	0.3799	1.6182	18.6535	5	4	1	5	19	2	2	0	1	1
0.903	-0.0493	2.6824	3.9208	8.3615	1.266	0.1604	14.9354	3	4	3	5	10	6	1	0	1	1
0.8605	-0.7294	3.8326	0.0939	7.5767	0.3214	-0.8898	19.5833	1	5	5	5	5	4	4	1	1	1
-0.6508	0.3104	1.1818	2.8868	1.5739	1.1349	0.8074	6.1262	3	5	2	5	4	6	2	0	0	0
-0.7367	-0.9312	2.4424	3.2868	18.2787	1.3601	-5.2772	9.6069	6	6	2	4	16	1	4	1	1	1
0.5066	-0.3813	3.7084	1.1436	19.7581	1.805	-1.6636	14.6527	5	2	5	4	19	1	3	1	1	1
-0.9132	-0.1745	0.766	2.9371	5.652	0.6324	-0.6134	4.3429	6	6	4	5	6	3	2	0	0	0
0.7867	-0.5177	2.8169	3.5248	13.5035	0.514	-2.1661	14.3013	4	5	4	5	12	4	4	1	1	1
0.3509	-0.0579	1.214	0.5089	7.4384	0.814	-0.5479	6.6198	6	3	3	5	8	6	1	0	0	0
-0.3187	0.9064	3.6804	2.1186	14.0205	0.8595	4.656	18.6289	5	2	2	5	19	2	6	1	1	1
0.4651	-0.4055	2.2641	0.5878	13.9088	1.547	-2.3582	10.5067	5	4	3	5	12	6	4	1	1	1
-0.6792	-0.7656	0.2227	2.3109	4.8664	1.3477	-4.4826	1.7682	5	3	5	5	3	1	5	1	0	0
-0.2802	0.2604	3.9881	0.6655	21.8005	1.3981	1.5819	21.3141	6	4	2	5	25	1	2	0	1	1
-0.495	-0.6553	2.58	2.9035	15.5779	0.2398	-3.3827	12.436	5	6	2	5	14	2	4	1	1	1
-0.2134	-0.0732	1.4131	1.2088	1.4572	1.1977	-0.0057	5.9824	1	5	5	4	2	1	1	0	0	0
0.2236	0.9368	3.0088	3.0869	4.1533	0.5497	2.6883	15.8805	3	4	2	5	10	3	5	1	0	0
0.4593	0.1359	1.3044	3.6943	3.2013	0.3895	0.5141	6.7022	3	4	5	4	5	5	1	0	0	0
-0.6458	-0.7606	1.798	3.3916	12.1434	1.48	-3.5933	6.7604	5	1	5	4	10	5	4	1	0	1
-0.2164	-0.4475	0.6162	0.0945	3.7625	0.101	-1.6434	3.2217	5	1	3	2	4	3	2	0	0	0
-0.8591	-0.4466	2.0519	0.8195	9.9254	1.7218	-2.3969	6.9511	4	3	5	4	9	6	3	1	1	1
0.3448	-0.1675	3.5365	0.2069	19.0657	1.3648	-0.7923	18.7073	5	6	4	5	19	6	2	1	1	1
0.5511	-0.7451	3.4766	2.2259	24.4574	1.5694	-4.7202	16.7953	6	5	5	5	23	4	5	1	1	1
-0.341	0.6439	3.6963	1.933	16.1883	0.9016	2.8886	14.5751	5	5	5	4	19	4	4	1	1	1
-0.0899	-0.7342	1.4446	0.0338	10.5684	1.4082	-3.4314	7.6003	5	6	3	5	8	5	5	1	0	0
-0.4168	0.0419	0.1737	2.9191	1.3811	0.3954	-0.4356	0.6074	6	4	4	1	2	5	1	0	0	0
0.5416	0.8474	0.7319	3.3427	1.4485	0.948	4.9129	2.7544	6	3	5	4	5	6	5	0	0	0
-0.1329	-0.3415	0.4999	3.8987	3.2128	0.1059	-1.1679	3.1182	3	6	4	5	2	6	3	0	0	0
0.3301	-0.3528	2.4207	3.9162	14.0929	1.1933	-1.7216	12.5676	5	5	3	5	14	1	3	1	1	1
0.7568	0.7628	0.1674	0.725	-2.2163	0.7395	4.0376	1.3849	5	3	3	5	2	6	5	0	0	0
-0.6453	0.4622	0.7809	1.3085	2.7015	1.4562	2.0998	3.0576	5	6	5	4	5	6	3	0	0	0
0.1218	-0.8183	1.3355	1.1055	11.0778	0.3345	-4.7161	5.4938	6	3	2	3	9	1	4	1	1	1
-0.6959	-0.1198	1.366	2.4578	4.6811	0.973	-0.7981	6.4816	3	5	5	5	5	3	2	0	0	0
0.0732	0.2442	3.346	1.9355	15.432	1.0138	1.4813	15.9865	5	6	5	5	18	6	2	0	1	1
0.3944	0.867	0.7801	0.8529	0.7929	1.111	2.4023	2.0694	3	6	3	2	3	4	3	0	0	0
-0.2583	-0.718	1.4349	2.1783	12.4396	0.0068	-4.4122	7.3199	6	5	5	5	10	6	5	1	1	0
-0.0775	0.6336	0.3444	1.0754	-1.0453	0.573	4.0552	1.8317	6	3	5	4	3	6	3	0	0	0
-0.4503	0.3707	1.1015	0.2514	6.085	1.1355	1.6325	0.5721	5	1	5	1	7	6	1	0	0	1
-0.7229	0.3373	1.6077	2.8556	7.9087	0.8592	2.4205	7.0849	6	1	3	5	11	6	3	0	0	1
-0.366	-0.1389	3.0632	2.7989	19.5265	1.6261	-1.0586	2.3732	6	5	4	1	19	5	1	1	1	1
-0.5957	0.1467	3.5658	3.1214	9.8713	0.3912	0.9074	17.3301	3	4	4	5	12	6	2	1	1	1
-0.6857	-0.9392	3.4488	0.6856	25.3207	0.4063	-6.1307	17.4411	6	5	2	5	21	3	6	1	1	1
-0.0887	0.2929	3.2085	0.5246	11.6415	1.2908	1.0227	9.3729	4	5	5	3	13	6	2	0	1	1
0.6232	0.5289	0.4095	0.5317	0.4503	1.5918	1.8799	2.0401	4	1	5	4	3	3	3	0	0	0
-0.2426	0.2313	0.3022	1.4619	0.0758	1.1913	0.7518	2.2169	5	1	3	5	3	4	2	0	0	0
0.1087	0.0697	2.7604	2.7681	8.1827	0.474	0.6252	13.9839	3	5	5	5	9	4	2	0	1	1
-0.5626	-0.5665	3.0747	2.1244	6.7889	1.6572	-0.7026	15.4532	1	5	3	5	4	3	4	1	0	0
-0.0575	-0.4432	3.2785	2.2356	5.3081	1.8641	-0.3201	13.2158	1	6	2	4	4	2	3	1	1	0
0.9045	0.3446	2.4911	3.0786	13.3187	1.9463	2.0725	11.002	6	5	2	5	16	5	3	0	1	1
-0.501	-0.6174	3.1342	0.7694	18.9679	0.4561	-3.2518	15.5927	5	5	5	5	16	6	4	1	1	1
0.2485	-0.4512	0.2781	1.0282	1.7416	0.1579	-0.6877	0.2569	1	5	3	3	1	6	2	0	0	0
0.012	0.9273	2.1668	2.4551	8.4465	0.4353	5.1992	12.0021	6	5	4	5	14	5	5	0	1	1
0.346	-0.4686	2.775	0.8952	3.7462	0.465	-0.9064	8.6688	1	3	5	3	4	6	2	1	0	0
0.3713	0.4697	1.9308	2.9797	6.6679	1.6338	2.4482	10.0042	5	3	5	5	11	5	3	0	0	1
0.9945	-0.7549	3.7256	2.7244	23.0798	1.5569	-4.1796	3.7752	6	3	3	1	24	1	2	1	1	1
-0.641	0.0187	0.604	2.7296	3.6474	0.3489	0.3586	3.1363	6	6	3	5	5	6	2	0	0	0
0.1208	-0.2998	1.2584	2.9016	4.678	0.9131	-1.1508	2.7667	3	6	5	2	5	4	2	0	0	0
0.5535	-0.0026	2.7939	3.0016	16.5952	1.4744	-0.2786	11.5051	6	5	5	4	18	3	2	1	1	1
-0.6511	0.2381	3.3886	0.7932	12.1833	1.1871	1.1041	13.0228	4	6	5	4	14	3	1	0	1	1
-0.3059	0.2283	1.0941	0.4216	2.3139	0.968	0.6089	3.042	3	6	3	3	5	3	1	0	0	0
-0.4393	0.8587	1.0837	1.1476	1.9479	0.4444	5.3809	5.0114	6	2	2	5	8	1	5	0	0	0
-0.1796	-0.5631	1.4223	0.6093	7.953	1.1532	-1.8772	7.619	4	3	1	5	7	3	4	1	0	0
0.7374	-0.7148	3.9893	2.553	24.0564	1.3287	-3.6347	20.0071	5	5	2	5	21	3	5	1	1	1
0.3238	0.2427	0.1077	0.313	-0.9714	0.3549	1.3359	1.8107	3	1	5	5	1	6	2	0	0	0
0.6254	-0.4273	1.9745	3.3799	3.8397	1.2847	-0.2736	9.5768	1	6	5	5	3	4	3	1	0	0
-0.981	0.9503	0.955	1.4005	-2.5753	1.957	2.3391	4.2311	2	4	3	5	3	3	6	1	0	0
-0.9866	-0.0401	2.7985	2.5307	2.479	0.1272	0.1297	9.0713	1	5	5	3	4	1	1	0	0	0
0.456	0.1119	3.8489	0.8218	23.1978	1.1157	0.7179	11.6589	6	5	3	3	23	3	2	1	1	1
0.2597	0.2079	2.4545	2.2004	11.9733	1.8616	1.4775	4.5857	5	3	4	2	14	6	1	0	0	1
